Transaction_ID,Transaction_Date,Account_ID,Transaction_Category,Amount,Payment_Method,City,Status
TXN100463,2026-07-16 21:45:00,ACC1027,Healthcare,1668.84,Net Banking,Kolkata,Completed
TXN100233,2026-07-16 23:19:00,ACC1056,Healthcare,206737.19,Debit Card,Hyderabad,Completed
TXN100448,2026-07-16 23:55:00,ACC1042,Travel,238533.79,Credit Card,Ahmedabad,Pending
TXN100479,2026-07-17 01:20:00,ACC1058,Entertainment,261.08,Credit Card,Kolkata,Pending
TXN100077,2026-07-17 05:17:00,ACC1011,Shopping,2552.54,Net Banking,Bengaluru,Pending
TXN100354,2026-07-17 07:30:00,ACC1054,Travel,534.85,Credit Card,Kolkata,Completed
TXN100044,2026-07-17 09:23:00,ACC1042,Shopping,69592.9,Net Banking,Pune,Completed
TXN100217,2026-07-17 10:02:00,ACC1011,Healthcare,1739.4,Wallet,Delhi,Completed
TXN100217,2026-07-17 10:02:00,ACC1011,Healthcare,1739.4,Wallet,Delhi,Completed
TXN100073,2026-07-17 14:41:00,ACC1045,Transfer,988.7,Net Banking,Mumbai,Completed
TXN100253,2026-07-17 15:32:00,ACC1065,Shopping,966.6,Credit Card,Hyderabad,Completed
TXN100183,2026-07-17 16:14:00,ACC1007,Shopping,4178.85,UPI,Bengaluru,Completed
TXN100016,2026-07-17 16:21:00,ACC1061,Travel,973.75,Wallet,Bengaluru,Pending
TXN100311,2026-07-17 17:10:00,ACC1008,Transfer,1189.57,Debit Card,Ahmedabad,Completed
TXN100042,2026-07-17 19:55:00,ACC1011,Healthcare,4927.66,Net Banking,Hyderabad,Pending
TXN100121,2026-07-17 22:03:00,ACC1030,Shopping,777.85,Wallet,Bengaluru,Completed
TXN100283,2026-07-18 03:03:00,ACC1045,Entertainment,2447.31,Net Banking,Ahmedabad,Completed
TXN100022,2026-07-18 04:49:00,ACC1045,Healthcare,133266.57,Debit Card,Delhi,Failed
TXN100062,2026-07-18 07:48:00,ACC1034,Entertainment,2529.39,UPI,Kolkata,Completed
TXN100374,2026-07-18 13:37:00,ACC1004,Food & Dining,1458.15,Credit Card,Delhi,Completed
TXN100240,2026-07-18 19:20:00,ACC1027,Transfer,6969.88,UPI,Pune,Pending
TXN100048,2026-07-18 23:32:00,ACC1075,Shopping,1008.58,Wallet,Kolkata,Completed
TXN100204,2026-07-19 00:43:00,ACC1046,Bills,215490.22,UPI,Pune,Completed
TXN100074,2026-07-19 05:59:00,ACC1037,Healthcare,1911.96,UPI,Pune,Pending
TXN100398,2026-07-19 16:11:00,ACC1028,Healthcare,2446.07,Debit Card,Hyderabad,Completed
TXN100396,2026-07-19 19:11:00,ACC1003,Food & Dining,656.09,Debit Card,Bengaluru,Completed
TXN100275,2026-07-19 22:27:00,ACC1064,Food & Dining,1116.39,Wallet,Ahmedabad,Completed
TXN100153,2026-07-20 00:32:00,ACC1007,Food & Dining,2962.14,Credit Card,Kolkata,Completed
TXN100086,2026-07-20 10:51:00,ACC1033,Bills,740.3,Net Banking,Bengaluru,Pending
TXN100316,2026-07-20 12:15:00,ACC1011,Food & Dining,3364.99,Net Banking,Kolkata,Completed
TXN100181,2026-07-20 22:30:00,ACC1034,Transfer,1388.25,Net Banking,Kolkata,Pending
TXN100030,2026-07-20 22:52:00,ACC1039,Food & Dining,2470.6,UPI,Hyderabad,Completed
TXN100305,2026-07-21 01:22:00,ACC1077,Entertainment,3612.96,Net Banking,Delhi,Pending
TXN100085,2026-07-21 06:49:00,ACC1047,Healthcare,1016.47,Net Banking,Pune,Failed
TXN100347,2026-07-21 11:34:00,ACC1035,Transfer,7020.74,Debit Card,Bengaluru,Pending
TXN100469,2026-07-21 16:31:00,ACC1069,Bills,450.94,UPI,Mumbai,Pending
TXN100235,2026-07-22 01:30:00,ACC1028,Travel,1460.26,Net Banking,Delhi,Completed
TXN100323,2026-07-22 03:36:00,ACC1003,Bills,562.37,Net Banking,Kolkata,Completed
TXN100430,2026-07-22 05:04:00,ACC1023,Healthcare,2427.72,Wallet,Bengaluru,Completed
TXN100058,2026-07-22 08:49:00,ACC1003,Entertainment,1693.61,Wallet,Pune,Completed
TXN100102,2026-07-22 10:25:00,ACC1060,Travel,8236.42,UPI,Hyderabad,Completed
TXN100409,2026-07-22 14:10:00,ACC1042,Entertainment,1864.71,Wallet,Pune,Pending
TXN100424,2026-07-22 18:23:00,ACC1040,Shopping,443.55,Wallet,Delhi,Pending
TXN100190,2026-07-23 09:30:00,ACC1019,Entertainment,10881.8,UPI,Bengaluru,Pending
TXN100211,2026-07-23 14:46:00,ACC1019,Healthcare,2998.79,Wallet,Pune,Completed
TXN100410,2026-07-23 22:13:00,ACC1042,Entertainment,1155.33,Debit Card,Pune,Pending
TXN100060,2026-07-24 03:52:00,ACC1064,Transfer,1846.59,Credit Card,Kolkata,Completed
TXN100005,2026-07-24 08:20:00,ACC1025,Travel,1393.21,Wallet,Mumbai,Pending
TXN100078,2026-07-24 14:29:00,ACC1003,Food & Dining,1060.48,Debit Card,Chennai,Completed
TXN100337,2026-07-24 17:31:00,ACC1003,Shopping,2858.89,Wallet,Bengaluru,Completed
TXN100145,2026-07-24 17:33:00,ACC1058,Transfer,413.96,Credit Card,Kolkata,Completed
TXN100378,2026-07-24 19:45:00,ACC1030,Travel,1994.2,Credit Card,Delhi,Completed
TXN100483,2026-07-25 05:09:00,ACC1058,Food & Dining,184258.88,UPI,Delhi,Failed
TXN100140,2026-07-25 14:03:00,ACC1020,Entertainment,497.99,Debit Card,Mumbai,Pending
TXN100080,2026-07-25 19:53:00,ACC1002,Shopping,5732.15,Net Banking,Chennai,Completed
TXN100157,2026-07-26 01:49:00,ACC1005,Shopping,1699.49,Net Banking,Bengaluru,Completed
TXN100146,2026-07-26 06:15:00,ACC1004,Entertainment,2073.86,Wallet,Kolkata,Failed
TXN100406,2026-07-26 11:49:00,ACC1011,Shopping,179222.45,Credit Card,Pune,Completed
TXN100052,2026-07-26 13:58:00,ACC1029,Entertainment,792.48,Wallet,Chennai,Completed
TXN100070,2026-07-26 14:37:00,ACC1046,Healthcare,1128.22,Credit Card,Delhi,Completed
TXN100179,2026-07-26 19:16:00,ACC1036,Food & Dining,4658.22,UPI,Hyderabad,Completed
TXN100179,2026-07-26 19:16:00,ACC1036,Food & Dining,4658.22,UPI,Hyderabad,Completed
TXN100291,2026-07-26 23:43:00,ACC1030,Shopping,1162.32,Credit Card,Chennai,Completed
TXN100189,2026-07-27 18:14:00,ACC1027,Transfer,3866.35,Debit Card,Bengaluru,Completed
TXN100371,2026-07-27 22:58:00,ACC1051,Shopping,799.19,Net Banking,Bengaluru,Failed
TXN100475,2026-07-27 23:54:00,ACC1073,Shopping,7438.53,UPI,Hyderabad,Completed
TXN100008,2026-07-28 05:06:00,ACC1042,Travel,369.05,Wallet,Hyderabad,Completed
TXN100103,2026-07-28 11:58:00,ACC1019,Entertainment,905.15,Credit Card,Pune,Pending
TXN100160,2026-07-28 14:28:00,ACC1003,Entertainment,4216.38,UPI,Delhi,Failed
TXN100434,2026-07-28 15:09:00,ACC1058,Healthcare,2710.89,Credit Card,Pune,Completed
TXN100026,2026-07-28 17:04:00,ACC1041,Bills,2682.52,Debit Card,Ahmedabad,Completed
TXN100247,2026-07-28 18:51:00,ACC1063,Bills,5597.58,Wallet,Delhi,Pending
TXN100312,2026-07-29 04:03:00,ACC1008,Healthcare,1326.67,Net Banking,Delhi,Completed
TXN100315,2026-07-29 05:59:00,ACC1047,Shopping,872.81,UPI,Kolkata,Pending
TXN100034,2026-07-29 15:58:00,ACC1031,Bills,2711.23,UPI,Hyderabad,Completed
TXN100148,2026-07-29 18:51:00,ACC1003,Food & Dining,1487.42,Credit Card,Delhi,Completed
TXN100039,2026-07-29 18:54:00,ACC1053,Bills,1632.05,Net Banking,Bengaluru,Completed
TXN100314,2026-07-29 22:56:00,ACC1009,Transfer,2083.74,Debit Card,Chennai,Completed
TXN100028,2026-07-30 05:45:00,ACC1056,Transfer,1172.98,Debit Card,Chennai,Failed
TXN100457,2026-07-30 05:54:00,ACC1039,Transfer,2035.92,Debit Card,Delhi,Completed
TXN100254,2026-07-30 10:56:00,ACC1060,Food & Dining,7791.8,Net Banking,Delhi,Completed
TXN100328,2026-07-30 17:01:00,ACC1007,Transfer,3294.03,UPI,Chennai,Completed
TXN100296,2026-07-30 20:42:00,ACC1027,Bills,1569.79,UPI,Hyderabad,Completed
TXN100395,2026-07-31 00:16:00,ACC1069,Shopping,2311.74,UPI,Ahmedabad,Completed
TXN100108,2026-07-31 06:19:00,ACC1057,Transfer,1494.59,Credit Card,Ahmedabad,Pending
TXN100105,2026-07-31 06:47:00,ACC1053,Healthcare,4945.95,Wallet,Ahmedabad,Completed
TXN100389,2026-07-31 07:11:00,ACC1011,Transfer,701.6,Credit Card,Chennai,Failed
TXN100167,2026-07-31 10:54:00,ACC1027,Healthcare,2545.34,Net Banking,Delhi,Completed
TXN100269,2026-07-31 11:32:00,ACC1027,Shopping,1438.04,Net Banking,Mumbai,Completed
TXN100053,2026-07-31 15:13:00,ACC1016,Shopping,3568.43,Wallet,Pune,Pending
TXN100273,2026-07-31 17:35:00,ACC1058,Entertainment,1140.47,Wallet,Pune,Completed
TXN100010,2026-07-31 18:18:00,ACC1033,Bills,2353.48,Wallet,Hyderabad,Completed
TXN100125,2026-07-31 18:58:00,ACC1069,Bills,2840.94,Wallet,Ahmedabad,Failed
TXN100496,2026-07-31 19:05:00,ACC1008,Transfer,862.96,Net Banking,Mumbai,Completed
TXN100168,2026-08-01 00:57:00,ACC1060,Travel,1774.74,Debit Card,Chennai,Failed
TXN100177,2026-08-01 01:39:00,ACC1070,Healthcare,69503.53,Credit Card,Delhi,Completed
TXN100317,2026-08-01 12:54:00,ACC1026,Transfer,1463.97,Wallet,Ahmedabad,Completed
TXN100495,2026-08-01 17:31:00,ACC1063,Bills,3447.56,UPI,Mumbai,Pending
TXN100288,2026-08-01 20:05:00,ACC1026,Shopping,101891.9,Net Banking,Ahmedabad,Failed
TXN100143,2026-08-01 21:35:00,ACC1058,Shopping,737.83,Debit Card,Ahmedabad,Pending
TXN100251,2026-08-02 03:14:00,ACC1018,Entertainment,1287.42,Credit Card,Delhi,Completed
TXN100075,2026-08-02 03:15:00,ACC1064,Shopping,1440.95,Debit Card,Pune,Pending
TXN100097,2026-08-02 08:29:00,ACC1051,Shopping,992.51,UPI,Ahmedabad,Completed
TXN100099,2026-08-02 08:52:00,ACC1023,Travel,3574.28,UPI,Pune,Completed
TXN100498,2026-08-02 10:32:00,ACC1058,Shopping,3500.42,Wallet,Bengaluru,Pending
TXN100263,2026-08-02 13:24:00,ACC1008,Entertainment,452.85,Debit Card,Delhi,Failed
TXN100384,2026-08-02 16:32:00,ACC1027,Entertainment,2956.61,Wallet,Chennai,Completed
TXN100334,2026-08-03 00:15:00,ACC1003,Travel,632.2,Wallet,Hyderabad,Completed
TXN100164,2026-08-03 04:22:00,ACC1003,Shopping,540.07,Credit Card,Kolkata,Failed
TXN100095,2026-08-03 11:07:00,ACC1001,Food & Dining,2811.34,Credit Card,Delhi,Failed
TXN100388,2026-08-03 11:32:00,ACC1005,Travel,201136.75,Credit Card,Chennai,Completed
TXN100300,2026-08-03 19:46:00,ACC1010,Entertainment,1186.04,Credit Card,Delhi,Completed
TXN100072,2026-08-03 22:27:00,ACC1027,Healthcare,2109.58,Wallet,Mumbai,Failed
TXN100089,2026-08-03 22:53:00,ACC1027,Travel,1904.12,UPI,Delhi,Completed
TXN100220,2026-08-04 10:27:00,ACC1042,Transfer,4691.72,Wallet,Bengaluru,Failed
TXN100031,2026-08-04 14:16:00,ACC1023,Shopping,4252.85,Net Banking,Ahmedabad,Pending
TXN100422,2026-08-04 16:59:00,ACC1011,Food & Dining,3126.38,UPI,Kolkata,Completed
TXN100255,2026-08-04 18:24:00,ACC1079,Entertainment,1020.47,UPI,Pune,Pending
TXN100294,2026-08-04 20:24:00,ACC1038,Entertainment,3115.53,Net Banking,Chennai,Completed
TXN100191,2026-08-04 21:06:00,ACC1066,Shopping,1165.34,Wallet,Mumbai,Completed
TXN100236,2026-08-04 23:17:00,ACC1072,Healthcare,800.24,Debit Card,Hyderabad,Completed
TXN100383,2026-08-05 09:39:00,ACC1042,Travel,2397.17,UPI,Ahmedabad,Completed
TXN100258,2026-08-05 10:09:00,ACC1058,Healthcare,200487.56,Wallet,Bengaluru,Completed
TXN100421,2026-08-05 17:40:00,ACC1042,Healthcare,2000.71,UPI,Bengaluru,Completed
TXN100093,2026-08-05 17:43:00,ACC1003,Food & Dining,1189.02,Credit Card,Hyderabad,Completed
TXN100227,2026-08-05 20:56:00,ACC1060,Shopping,2692.01,Wallet,Chennai,Failed
TXN100201,2026-08-05 23:23:00,ACC1042,Entertainment,19442.94,Net Banking,Bengaluru,Completed
TXN100202,2026-08-06 03:39:00,ACC1076,Entertainment,1421.57,Debit Card,Pune,Completed
TXN100307,2026-08-06 11:42:00,ACC1024,Food & Dining,3479.94,UPI,Bengaluru,Completed
TXN100238,2026-08-06 13:19:00,ACC1003,Bills,5931.63,Credit Card,Kolkata,Completed
TXN100051,2026-08-06 20:36:00,ACC1044,Transfer,1393.3,Net Banking,Chennai,Completed
TXN100147,2026-08-06 21:54:00,ACC1036,Travel,1583.37,Wallet,Pune,Completed
TXN100333,2026-08-07 02:01:00,ACC1052,Transfer,1591.19,Debit Card,Pune,Completed
TXN100443,2026-08-07 04:32:00,ACC1056,Entertainment,989.16,Wallet,Chennai,Completed
TXN100230,2026-08-07 17:04:00,ACC1070,Bills,213365.97,UPI,Kolkata,Completed
TXN100417,2026-08-07 23:28:00,ACC1015,Food & Dining,1079.35,Wallet,Delhi,Completed
TXN100154,2026-08-08 01:38:00,ACC1010,Food & Dining,3469.89,Credit Card,Kolkata,Pending
TXN100231,2026-08-08 02:58:00,ACC1061,Travel,4539.24,Net Banking,Delhi,Completed
TXN100277,2026-08-08 09:46:00,ACC1042,Transfer,1064.87,Net Banking,Kolkata,Pending
TXN100161,2026-08-08 14:46:00,ACC1061,Travel,964.33,UPI,Kolkata,Pending
TXN100090,2026-08-08 22:59:00,ACC1075,Entertainment,4226.42,Wallet,Bengaluru,Completed
TXN100394,2026-08-09 02:42:00,ACC1011,Transfer,1038.77,Credit Card,Pune,Completed
TXN100477,2026-08-09 05:53:00,ACC1025,Food & Dining,227.05,Net Banking,Chennai,Failed
TXN100465,2026-08-09 13:59:00,ACC1021,Bills,639.32,Net Banking,Delhi,Completed
TXN100465,2026-08-09 13:59:00,ACC1021,Bills,639.32,Net Banking,Delhi,Completed
TXN100318,2026-08-09 22:09:00,ACC1069,Bills,1222.48,UPI,Hyderabad,Completed
TXN100453,2026-08-10 07:59:00,ACC1011,Healthcare,1097.25,Net Banking,Hyderabad,Completed
TXN100427,2026-08-11 11:46:00,ACC1009,Transfer,615.36,UPI,Ahmedabad,Failed
TXN100259,2026-08-11 13:21:00,ACC1074,Shopping,1793.85,UPI,Delhi,Pending
TXN100024,2026-08-11 18:35:00,ACC1003,Entertainment,4066.49,Wallet,Delhi,Completed
TXN100002,2026-08-12 00:14:00,ACC1053,Bills,452.9,Net Banking,Ahmedabad,Completed
TXN100341,2026-08-12 00:47:00,ACC1019,Entertainment,1875.77,Debit Card,Hyderabad,Pending
TXN100464,2026-08-12 01:06:00,ACC1033,Healthcare,948.02,Wallet,Kolkata,Pending
TXN100271,2026-08-12 06:55:00,ACC1050,Entertainment,10365.45,Debit Card,Chennai,Pending
TXN100490,2026-08-12 10:10:00,ACC1058,Food & Dining,918.05,Debit Card,Kolkata,Completed
TXN100135,2026-08-12 13:28:00,ACC1074,Entertainment,3462.61,Wallet,Delhi,Failed
TXN100025,2026-08-12 17:24:00,ACC1040,Travel,1254.8,UPI,Kolkata,Completed
TXN100485,2026-08-13 06:30:00,ACC1022,Entertainment,1141.3,Credit Card,Hyderabad,Completed
TXN100111,2026-08-13 06:32:00,ACC1011,Transfer,4157.76,Wallet,Delhi,Failed
TXN100484,2026-08-13 08:47:00,ACC1010,Food & Dining,1225.24,Debit Card,Delhi,Completed
TXN100223,2026-08-13 11:50:00,ACC1078,Transfer,549.81,Debit Card,Bengaluru,Completed
TXN100482,2026-08-13 12:24:00,ACC1068,Travel,6764.0,Net Banking,Hyderabad,Completed
TXN100180,2026-08-13 12:38:00,ACC1001,Healthcare,8889.31,Debit Card,Chennai,Completed
TXN100429,2026-08-13 14:23:00,ACC1078,Food & Dining,8638.26,UPI,Pune,Completed
TXN100286,2026-08-13 16:01:00,ACC1009,Food & Dining,697.53,Wallet,Bengaluru,Failed
TXN100284,2026-08-13 19:48:00,ACC1053,Food & Dining,299.69,Wallet,Pune,Completed
TXN100481,2026-08-13 21:20:00,ACC1041,Healthcare,3892.74,Debit Card,Ahmedabad,Failed
TXN100069,2026-08-13 23:30:00,ACC1044,Entertainment,1119.55,Wallet,Hyderabad,Completed
TXN100308,2026-08-14 01:22:00,ACC1046,Bills,2151.55,Credit Card,Delhi,Completed
TXN100308,2026-08-14 01:22:00,ACC1046,Bills,2151.55,Credit Card,Delhi,Completed
TXN100032,2026-08-14 06:50:00,ACC1058,Shopping,1767.35,Debit Card,Bengaluru,Completed
TXN100032,2026-08-14 06:50:00,ACC1058,Shopping,1767.35,Debit Card,Bengaluru,Completed
TXN100174,2026-08-14 08:19:00,ACC1058,Bills,2202.98,Debit Card,Hyderabad,Completed
TXN100399,2026-08-14 14:50:00,ACC1078,Shopping,1226.09,Net Banking,Delhi,Pending
TXN100419,2026-08-14 14:55:00,ACC1044,Transfer,3776.63,UPI,Chennai,Failed
TXN100335,2026-08-14 15:52:00,ACC1058,Travel,2099.94,Debit Card,Delhi,Completed
TXN100365,2026-08-14 23:01:00,ACC1023,Food & Dining,237890.76,Net Banking,Chennai,Pending
TXN100152,2026-08-15 01:06:00,ACC1026,Healthcare,4324.81,UPI,Ahmedabad,Completed
TXN100057,2026-08-15 09:17:00,ACC1007,Shopping,1687.67,Wallet,Hyderabad,Completed
TXN100056,2026-08-15 14:19:00,ACC1001,Healthcare,2542.38,Debit Card,Hyderabad,Failed
TXN100079,2026-08-15 18:29:00,ACC1047,Bills,2727.42,Wallet,Hyderabad,Failed
TXN100195,2026-08-15 20:25:00,ACC1076,Travel,2208.79,Net Banking,Pune,Completed
TXN100199,2026-08-16 01:56:00,ACC1079,Food & Dining,4267.38,Wallet,Pune,Completed
TXN100428,2026-08-16 02:56:00,ACC1003,Entertainment,722.02,UPI,Bengaluru,Failed
TXN100278,2026-08-16 05:11:00,ACC1067,Transfer,6454.96,Net Banking,Kolkata,Completed
TXN100297,2026-08-16 07:33:00,ACC1045,Healthcare,1914.6,Debit Card,Chennai,Pending
TXN100250,2026-08-16 08:33:00,ACC1028,Food & Dining,2313.5,Net Banking,Ahmedabad,Pending
TXN100290,2026-08-16 10:38:00,ACC1027,Food & Dining,1193.28,Credit Card,Mumbai,Failed
TXN100004,2026-08-16 13:48:00,ACC1068,Food & Dining,858.49,Net Banking,Ahmedabad,Completed
TXN100068,2026-08-16 17:50:00,ACC1027,Healthcare,982.12,Wallet,Delhi,Completed
TXN100499,2026-08-16 19:47:00,ACC1010,Transfer,150.0,UPI,Chennai,Completed
TXN100176,2026-08-16 20:47:00,ACC1029,Healthcare,1839.04,UPI,Kolkata,Failed
TXN100163,2026-08-17 01:49:00,ACC1003,Bills,1760.35,Credit Card,Kolkata,Completed
TXN100468,2026-08-17 05:37:00,ACC1014,Shopping,249289.83,Wallet,Mumbai,Failed
TXN100338,2026-08-17 09:52:00,ACC1066,Travel,20202.74,UPI,Hyderabad,Completed
TXN100261,2026-08-17 21:41:00,ACC1015,Travel,576.1,Debit Card,Pune,Failed
TXN100203,2026-08-17 22:35:00,ACC1039,Travel,890.96,Debit Card,Kolkata,Pending
TXN100382,2026-08-17 23:36:00,ACC1047,Bills,700.98,Net Banking,Bengaluru,Completed
TXN100373,2026-08-18 02:36:00,ACC1037,Travel,2496.54,Net Banking,Mumbai,Completed
TXN100304,2026-08-18 03:47:00,ACC1033,Healthcare,2452.23,Wallet,Chennai,Failed
TXN100325,2026-08-18 04:01:00,ACC1019,Travel,507.94,UPI,Bengaluru,Completed
TXN100011,2026-08-18 06:47:00,ACC1041,Food & Dining,2966.77,Debit Card,Mumbai,Failed
TXN100260,2026-08-18 08:59:00,ACC1064,Food & Dining,903.6,Net Banking,Bengaluru,Failed
TXN100342,2026-08-18 09:33:00,ACC1059,Food & Dining,236.71,Wallet,Hyderabad,Completed
TXN100155,2026-08-18 15:32:00,ACC1058,Entertainment,3218.95,Debit Card,Ahmedabad,Completed
TXN100155,2026-08-18 15:32:00,ACC1058,Entertainment,3218.95,Debit Card,Ahmedabad,Completed
TXN100141,2026-08-18 20:49:00,ACC1024,Entertainment,2107.25,Debit Card,Bengaluru,Completed
TXN100171,2026-08-19 07:58:00,ACC1058,Travel,3308.46,Wallet,Hyderabad,Failed
TXN100115,2026-08-19 16:32:00,ACC1028,Food & Dining,2597.37,Debit Card,Mumbai,Completed
TXN100446,2026-08-20 01:34:00,ACC1003,Travel,1787.18,UPI,Hyderabad,Completed
TXN100256,2026-08-20 03:06:00,ACC1079,Travel,1435.44,UPI,Bengaluru,Completed
TXN100452,2026-08-20 07:48:00,ACC1011,Entertainment,252.53,Net Banking,Kolkata,Pending
TXN100239,2026-08-20 16:23:00,ACC1002,Bills,438.51,Debit Card,Hyderabad,Completed
TXN100046,2026-08-20 16:56:00,ACC1049,Healthcare,495.19,Wallet,Ahmedabad,Completed
TXN100362,2026-08-20 18:56:00,ACC1018,Food & Dining,842.91,UPI,Delhi,Failed
TXN100405,2026-08-20 19:41:00,ACC1017,Transfer,978.09,Wallet,Ahmedabad,Pending
TXN100173,2026-08-21 13:58:00,ACC1003,Food & Dining,5535.56,Credit Card,Hyderabad,Failed
TXN100497,2026-08-21 16:38:00,ACC1027,Entertainment,2167.3,Wallet,Bengaluru,Completed
TXN100497,2026-08-21 16:38:00,ACC1027,Entertainment,2167.3,Wallet,Bengaluru,Completed
TXN100344,2026-08-21 19:16:00,ACC1011,Healthcare,5999.95,Credit Card,Pune,Failed
TXN100192,2026-08-21 20:05:00,ACC1013,Healthcare,1233.07,Debit Card,Ahmedabad,Completed
TXN100350,2026-08-21 20:18:00,ACC1033,Bills,1814.28,Wallet,Mumbai,Completed
TXN100447,2026-08-21 20:18:00,ACC1057,Food & Dining,2213.59,Credit Card,Chennai,Pending
TXN100184,2026-08-21 21:30:00,ACC1007,Healthcare,1509.21,Credit Card,Delhi,Completed
TXN100456,2026-08-21 22:55:00,ACC1049,Bills,973.67,Debit Card,Ahmedabad,Completed
TXN100241,2026-08-22 06:11:00,ACC1060,Transfer,3320.2,Credit Card,Ahmedabad,Completed
TXN100279,2026-08-22 13:46:00,ACC1027,Food & Dining,3033.6,UPI,Ahmedabad,Completed
TXN100228,2026-08-22 17:01:00,ACC1051,Healthcare,1117.62,Credit Card,Kolkata,Pending
TXN100377,2026-08-22 17:21:00,ACC1058,Travel,264.67,Net Banking,Chennai,Completed
TXN100165,2026-08-22 18:16:00,ACC1078,Transfer,674.62,Wallet,Chennai,Pending
TXN100387,2026-08-22 18:21:00,ACC1014,Bills,5473.81,Net Banking,Delhi,Pending
TXN100185,2026-08-22 20:44:00,ACC1048,Travel,5425.43,Net Banking,Pune,Completed
TXN100041,2026-08-22 21:06:00,ACC1011,Transfer,103542.67,Wallet,Delhi,Completed
TXN100003,2026-08-23 05:59:00,ACC1058,Transfer,2576.75,Net Banking,Pune,Completed
TXN100268,2026-08-23 06:57:00,ACC1044,Healthcare,3927.77,Net Banking,Ahmedabad,Completed
TXN100119,2026-08-23 10:31:00,ACC1072,Shopping,1039.68,Wallet,Mumbai,Failed
TXN100064,2026-08-23 10:54:00,ACC1036,Entertainment,2269.99,Wallet,Bengaluru,Completed
TXN100461,2026-08-23 17:02:00,ACC1060,Travel,3646.57,Credit Card,Pune,Completed
TXN100357,2026-08-23 22:45:00,ACC1040,Shopping,673.15,Credit Card,Ahmedabad,Completed
TXN100063,2026-08-23 23:23:00,ACC1005,Bills,8213.3,Wallet,Ahmedabad,Pending
