Date,City,Temperature,Humidity,Weather,City_Average_Temperature,Temperature_Deviation,Weather_Category
2026-08-24,Delhi,28.8,35.0,Cloudy,33.20166666666667,-4.4,Cloudy
2026-08-24,Hyderabad,32.4,72.0,Cloudy,29.026666666666664,3.37,Cloudy
2026-08-24,Kolkata,30.0,66.0,Rainy,30.563333333333333,-0.56,Rainy
2026-08-24,Mumbai,28.0,44.0,Cloudy,28.461666666666666,-0.46,Cloudy
2026-08-25,Bengaluru,31.6,73.0,Rainy,25.58,6.02,Rainy
2026-08-25,Chennai,28.4,63.0,Sunny,30.375,-1.98,Sunny
2026-08-25,Delhi,34.5,48.0,Cloudy,33.20166666666667,1.3,Cloudy
2026-08-25,Hyderabad,27.1,61.0,Rainy,29.026666666666664,-1.93,Rainy
2026-08-25,Kolkata,32.9,69.0,Rainy,30.563333333333333,2.34,Rainy
2026-08-25,Mumbai,29.8,93.0,Rainy,28.461666666666666,1.34,Rainy
2026-08-26,Bengaluru,26.7,65.0,Rainy,25.58,1.12,Rainy
2026-08-26,Chennai,23.5,58.0,Rainy,30.375,-6.88,Rainy
2026-08-26,Delhi,28.6,55.0,Cloudy,33.20166666666667,-4.6,Cloudy
2026-08-26,Hyderabad,29.2,55.0,Sunny,29.026666666666664,0.17,Sunny
2026-08-26,Kolkata,31.7,48.0,Sunny,30.563333333333333,1.14,Sunny
2026-08-26,Mumbai,29.5,34.0,Cloudy,28.461666666666666,1.04,Cloudy
2026-08-27,Bengaluru,29.4,46.0,Sunny,25.58,3.82,Sunny
2026-08-27,Chennai,20.6,87.0,Rainy,30.375,-9.77,Rainy
2026-08-27,Delhi,34.0,82.0,Rainy,33.20166666666667,0.8,Rainy
2026-08-27,Hyderabad,29.0,56.0,Sunny,29.026666666666664,-0.03,Sunny
2026-08-27,Kolkata,29.6,60.0,Sunny,30.563333333333333,-0.96,Sunny
2026-08-27,Mumbai,25.6,63.0,Cloudy,28.461666666666666,-2.86,Cloudy
2026-08-28,Bengaluru,30.2,61.0,Rainy,25.58,4.62,Rainy
2026-08-28,Chennai,27.6,77.0,Rainy,30.375,-2.77,Rainy
2026-08-28,Delhi,31.1,43.0,Sunny,33.20166666666667,-2.1,Sunny
2026-08-28,Hyderabad,23.9,48.0,Sunny,29.026666666666664,-5.13,Sunny
2026-08-28,Kolkata,34.8,51.0,Sunny,30.563333333333333,4.24,Sunny
2026-08-28,Mumbai,28.9,70.0,Sunny,28.461666666666666,0.44,Sunny
2026-08-29,Bengaluru,19.7,46.0,Cloudy,25.58,-5.88,Cloudy
2026-08-29,Chennai,21.6,59.0,Rainy,30.375,-8.77,Rainy
2026-08-29,Delhi,32.6,45.0,Cloudy,33.20166666666667,-0.6,Cloudy
2026-08-29,Hyderabad,29.7,60.0,Rainy,29.026666666666664,0.67,Rainy
2026-08-29,Kolkata,34.8,78.0,Cloudy,30.563333333333333,4.24,Cloudy
2026-08-29,Mumbai,37.1,44.0,Sunny,28.461666666666666,8.64,Sunny
